,Sentiment,Tweet
1713,1.0,ITS OUT AFTERHOURS t
1714,0.0,They be still out there the vulnerable with or without corona Some of them may still be smile but deep inside be
1715,1.0,arjunpmgks i di
1716,1.0,look for a corona solution in pot t hJ ZUTDm m
1717,0.0,i be baby like yes that be me i be indeed baby call me it again
1718,0.0,t dJg QQEibb
1719,1.0,Are you listen t
1720,1.0,This do not mean that you cannot leave your home You can take a walk go to the pharmacy pick up and check
1721,0.0,leo hnegro en el amor n das lo el amor es Lo
1722,1.0,Heartbreaking indeed t N vOrFr zi
1723,1.0,when this corona off and I get a job m be the babe ever
1724,0.0,s day so far about drug out in his press conference and
1725,0.0,Let us follow the clarion call of Prime Minister to curb the spread of Corona virus by self quarantine and t DdPLOvwWk
1726,1.0,hese t UT t RS td x n
1727,1.0,
1728,1.0,ICE pretend to be There be no Please donate if you can
1729,1.0,This
1730,0.0,Corona so bad even go into quarantine
1731,0.0,t qoYakp
1732,1.0,Something I don t understand Is Corona virus an Sexually Disease t em wceoBGd
1733,1.0,time be go fast til this corona come upon now shoot move like a snail
1734,0.0,t
1735,1.0,t YF GbPjivx
1736,1.0,give leave to domestic to fight corona kudos BJP India t BIBEluYDZ
1737,1.0,fattydaddy Glad be dead by the time these start run t mz dggpaMo
1738,1.0,he only thing keep me sane during this Corona t AfterHours t zf kB Op
1739,1.0,try to sing the melody to this t vxlGC oQC
1740,1.0,Na you be my core owner you dey do my body like Corona
1741,1.0,I m sorry but this speech be nowhere near a coherent response to the loom crisis that It be rhetoric
1742,1.0,ch pichuck Hello do corona attack ur
1743,1.0,hold some repulsive but re more often match their Once they convince of
1744,1.0,ply Corona Virus Message Corona t JhQmRcVjT
1745,1.0,
1746,0.0,Komawei
1747,1.0,Even this government be not in a position to force the to curb in the on in t qppbwvL aZ
1748,1.0,draw his self portrait SECRET EDITION Self Portrait
1749,1.0,CORONA TWO IN ON CATASTROPHE t qLVUi MXyI
1750,1.0,take advantage of the adage Never let a good crisis go to While we be all on the Corona
1751,1.0,Just saw a interview with Corona advisor to TRUMP Now this be one smart woman t Ow dJOU b
1752,0.0,minako ceo
1753,1.0,kai newkirk It s hard to think of something a Senator could do that s more corrupt than a private
1754,1.0,Number of Corona Virus in to t gOqFHVYl y
1755,0.0,Dear due to corona number of reduce drastically but you haven t the daily for t
1756,1.0,
1757,0.0,deutsch
1758,0.0,Barely work for black when s no corona so I also t see the point
1759,1.0,aken care of t
1760,1.0,Is it true that the medicine for Corona be the same for malaria Wormwood t jkS d
1761,0.0,sunw o lo carga
1762,1.0,As citizen participation in the fight against Corona Virus in I shall on remain indoors
1763,0.0,This be crazy We be sit merrily on a volcano which may burst any time soon t JqjNWa cB
1764,1.0,Bezawadodni Yes corona curfew call effect
1765,1.0,Corona I t wind up the day without visit to check d health progress of Covid Am glad to see
1766,1.0,Corona And Lime t gU el OXWp via
1767,1.0,Realism
1768,0.0,This check out this when army and public should work together in the face of pandemic like corona He be
1769,1.0,Pretty sure Corona just my birthday with no rubber
1770,1.0,s because of corona t WIfJsa K m
1771,1.0,CORONA VIRUS IS REAL t fSaUEP Zjm
1772,1.0,Marco Acortes Is he like hunt He already that one day corona will come
1773,1.0,Silvanatorr corona t DKXdf J cp
1774,1.0,When The Nation You Rise s support s appeal for It will delay the
1775,1.0,JaneKel from
1776,1.0,MYPdOAlK mraxcZ
1777,0.0,isapaivaa EU
1778,1.0,In today Corona The man who save The latest on miss Marksman
1779,1.0,Madam Please issue to to stop all regard recovery of
1780,1.0,atg yszw t
1781,1.0,Everyone who have camera time musty and catch in the eyebrow t cprSsPPf
1782,1.0,How can this not have be a unanimous decision
1783,1.0,s the International Day for the Elimination of Racial Discrimination tomorrow s a reminder of why we must remain
1784,1.0,Corona se Digital Karo Bank on our safety and be safe from Corona now from
1785,0.0,giusto t
1786,1.0,He be do it because he it will trigger people t JOSjILz v
1787,1.0,si n a punto de un giro monumental en y lleg el o corona a
1788,0.0,cotacosta t CC wh cLrQ
1789,0.0,MeganButner This virus be Mad Dog instead of Corona MadDog
1790,1.0,Please help me get this article out so that people be inform about the money the family to make
1791,0.0,Corona close the so now we have to find t Enwa VWEJX
1792,1.0,david delbert We will still be great even without the government t
1793,1.0,of to all these work day and night to fight with Support them
1794,1.0,Best message to combat Corona Virus t xYm kRU Y
1795,1.0,s s so large
1796,0.0,They send me the wrong song t PeMxPgVnq
1797,0.0,i cannot believe how stupid and selfish people be be t bXQeG DJjz
1798,0.0,my sister say what if you have corona t help my mental state at the moment
1799,1.0,hread t sc t MjO
1800,1.0,A case that not be confirm by the government yet but of a concert state that one of
1801,1.0,As Corona Support SHARE Ur Happy Home Stay OR SHOW Ur Creative Side Add Ur
1802,1.0,a s
1803,1.0,dear corona you my life you bitch
1804,0.0,t forget to wash your I want you to hold the extra Corona but please give me extra t gD u zzI
1805,1.0,Silly cutie in the washer t t aRSeC yi G
1806,1.0,No need to panic if you lose your debit card Just call at and get your card block
1807,0.0,Anastas ay k
1808,1.0,Company education at t bother about their make them to work more than t hgNW cbZnl
1809,1.0,
1810,1.0,Stop CORONA VIRUS AM to PM MARCH t K WM ul k
1811,1.0,Yes I do I also know the of a diseased rotten administration and t FnF r prq
1812,0.0,If I get corona I get spring spark fierce backlash via t
1813,0.0,BigDaddyCee StopTheSpreadCovid Heart break come from Military truck transport dead to
1814,0.0,i swear i already have corona a month ago do all remember when i be die with that nasty cough t iz Toyjv
1815,1.0,let the streets have em s where he be since anyway t sAclP Vej
1816,1.0,t Wh h e t g
1817,1.0,I have a COVID question that I haven t see Are there any for other strain of t TH scZr Vv
1818,1.0,JTrentkemp Anti Trump Senator Burr accuse of insider Trading hotel stock after reassure public about
1819,1.0,
1820,0.0,that be influenza B go around not Covid people really just be look for fake news to spread t cZ AetIj
1821,1.0,Inevitable ET Two of Congress get corona Noted t S dnxaTGy
1822,0.0,We do
1823,1.0,hope you racist get the corona virus
1824,1.0,Cool Nice s what d do t defr o dHb
1825,1.0,hadukiyuuto t limUVc i
1826,1.0,t Fas qoGxa
1827,1.0,he guy at the end literally say nothing t MIe wxFYSP
1828,1.0,Luke be my father R yeah I know Luke why t you tell me R whoa woW WHAT AM I ON TRIAL NOW I HAVE
1829,1.0,chidiebere Find a man who sex crave stage Who for a peace of mind and financial stability and settle
1830,1.0,akil bakhshi Mark my when all of this the economic slowdown will be blame on Corona and many amongst us will happily
1831,1.0,abbeyberry duchess essien i go report you to corona o
1832,1.0,of of child be unsentenced Generally bail because of of the state
1833,0.0,Rotimialabi Not touch your face to be the part about this corona safety situation
1834,0.0,Specter
1835,1.0,jessica wow move and corona and gurl you have a plateful much and best of luck t WXZMMfw d
1836,0.0,what if the corona virus because the game be die and coincidentally come back at the same time so
1837,0.0,Was lose a bunch of the last few lead to consolidation but s go back up again t Odm sNLg w
1838,0.0,his corona mess get the whole
1839,1.0,love how dad be there with some solid advice on how to apply for and not panic during these time t
1840,1.0,mdzs misikga t ty DXDTJV
1841,0.0,Pick one of these He she your vote in Democracy be cruel t I qVkPBfvF
1842,1.0,Dear media I know you don t think much of but could you get the education right Posting
1843,0.0,the corona virus bitch I want
1844,0.0,oke alexa
1845,0.0,cocos campaign cocos campaign
1846,1.0,If the arrogant doctor go out for healthy reason son go out for shop maybe its t E q HBGnU
1847,1.0,and their fascist leader botch the handle of the which he first to
1848,1.0,Breaking news high school be back They be back t TBMRn WZG
1849,0.0,Ah here we go again t SCP fksyGk
1850,1.0,I really hard right now and so I and my from the other side of the house t
1851,1.0,be hit Corona hit me like a bitch I guess I get to spend two lie in bed t dUafg QbQw
1852,1.0,ugra Amazing the speed at which their corona Am tell you the number of total that they be
1853,1.0,Ivy Flay
1854,0.0,corona virus be get of attention lately so when i can get ur attention
1855,1.0,Fight with Corona t Ko KX YGL
1856,1.0,me h my with her in corona virus after graduate from t msWK DKN G
1857,1.0,Justice will be only when the person freely he be an juvenile on that day be also ye corona
1858,1.0,jacob meyou social week flatten the continue to go on spring break and
1859,0.0,ko t MDElL NDb
1860,0.0,yanbudi video teman twitter t we HwxYEDe
1861,1.0,farhatws This should brighten your day t AkZNDMIEq
1862,1.0,Get ready and stock up again t xmiJkTuu
1863,1.0,Both the people and the leadership of the country have fight this corona epidemic so far it be positive t
1864,1.0,Be positive in such hard time Keep yourself safe Help to eradicate corona by be at home JanataCurfewMarch
1865,0.0,ah here we go again t GUVQHtN qo
1866,1.0,In the movie be quarantine by her in a village Corona
1867,1.0,The reason of trust Trump to handle corona and no one the media be because unlike the media Trump be
1868,1.0,WomenOnTheRise People of all have a role to play in the spread of the Read
1869,0.0,CMO Odisha Naveen Odisha Sir I know You have be pro active towards fight Corona Virus but t
1870,1.0,hese be the people I say too in my tweet Not you and your healthy group of t g KN Dqk J
1871,1.0,Sri temporarily cut off all link with rest of the World Nation go for self isolation Curfew across t PIFj EdyR
1872,0.0,Most On Twitter March E M BTS twt M N M Aria K
1873,0.0,My really not me go out cause of the corona virus
1874,1.0,Being the only country which practically the virus from each corner of their land it should be t WzmL aGvpJ
1875,0.0,Active people only t Lcl qtsbEW
1876,1.0,corona be everything except my assignment
1877,1.0,princes
1878,1.0,Trump t responsible for the Corona virus But his initial response of self serve be responsible for
1879,0.0,ElManiac Anybody else just randomly yell Corona in s voice
1880,1.0,My be good for and be now miss he get corona
1881,1.0,see the video s also pay our gratitude towards all the and health and
1882,1.0,Let s do something excite while you sit at your home We want you to share your short tutorial video
1883,0.0,IronDeZz
1884,1.0,i amchipo And be apparently know to have the best health care system in the world I personally can find any
1885,1.0,Corona give life Too close to people you might end up die You can t breathe You will be alone t hhOxTKuS M
1886,0.0,his be scary cause this be ME Last t JAI fnFb
1887,0.0,No more spread This be the official for CORONA every Keep This
1888,1.0,Person who music concert in positive of concert send a mail
1889,1.0,josebarron hope you racist get the corona virus
1890,1.0,Let s all help to stop the spread of the Corona Virus It be our National Duty t kFTGrd xqF
1891,1.0,Good morning Listen to Don t go outside there be Seen on I love the idea of his t oTpd QA Ez
1892,1.0,he work our and all the medical team be do to fight against corona be just amaze They be t
1893,0.0,a t yKKUtav Mm
1894,1.0,Let s Pledge to defeat Corona and with these simple to protect Health and Wealth Don t t HvmT i Jv
1895,1.0,Corona get a to lick the off his
1896,1.0,s be sing Covid to the tune of Come On or My to the tune of My t tWICwovi
1897,0.0,theync de ta
1898,1.0,Cakeinacrisis DejaRu t ppM TW
1899,1.0,corona corona COVID tr us like re What be COVID What can I do so t
1900,0.0,here will be curfew in after nd March due to Corona Virus Let s see Those who be impose Curfew on t lai UJaBo
1901,1.0,
1902,1.0,I think this bitch corona me catch
1903,1.0,Me the beach by myself after the corona virus everyone else t km ehApwYs
1904,1.0,rohanverma of t p Iqtoz t portal can add report corona relate on the map only
1905,1.0,Oroboghene I be for all corona
1906,0.0,SYC US government the Ostrich Policy which t do virus test or so can not t DMcuzfSeg
1907,1.0,Corona be a timely reminder of how obscene the wealth of the royal family be The queen be move to Castle
1908,1.0,I also come across this the employee the company a negative result before can go t gcsQ idA
1909,1.0,Let her soul rest in peace now This highest punishment will definitely make our place the t jXlBgUO bJ
1910,1.0,Highly test of drug use for malaria treatment be show to cure Corona virus virtually every case
1911,0.0,n
1912,1.0,t worry Senator The and the SEC will get around to everybody
1913,0.0,taengstagram STORY VIDEO taeyeon ss t p tIVbvCcT
1914,1.0,LoveLike JESUS People have So Much Fear in the Corona Virus
1915,0.0,Help me slow down corona by to my idea t wo jVnoNIW
1916,1.0,t
1917,1.0,t vFjVIn D X
1918,1.0,In they tell us not to the crash We end up with a decade of austerity The crisis will
1919,1.0,Nothing like go out in public with a know positive corona test t mBU f sTNp
1920,0.0,Hi m Musk and this be Jackass as a Model X into frame and absolutely
1921,1.0,Me baby Army me
1922,0.0,from all over the world The Corona Virus be tragic and we need to be safe but we hope that after all this
1923,1.0,Hopefully not a haircut t Up wujdI
1924,0.0,jonrog Every now and then people ask why a Humanist about sin I know exactly what sin be the equal humanity
1925,0.0,Time to that should be hold each s hand in t Z g KnnfN
1926,1.0,That my name it s o box
1927,1.0,Very true Washing be a must but we should also concentrate on not waste water Don t t cXAp qDY
1928,1.0,Corona aint make you do anything you just have zero self control couple with the crave of attention t l hrmJ gsJ
1929,1.0,So s The Given By Boss Himself Everyone Use Only s Get Going
1930,1.0,I t vNmVo viz
1931,0.0,in i literally have every symptom of corona and i just think i have the worst bronchitis in the world t wJwOYv ZlN
1932,1.0,But he build statue The th wonder And for Corona we plenty of keep drink t KbeBuJQ n
1933,1.0,HoneyWorks Game HAPPY BIRTHDAY by by
1934,1.0,Connect the Corona t H IymGqcZ
1935,0.0,As orc s Corona Quarantine COVID t EL hAEWcYy
1936,1.0,arashi official
1937,1.0,OpIndia com Anti in of COVID after sister positive have
1938,1.0,More importantly be corona a reason to kill Another life lose because of stupidity
1939,1.0,ashokgehlot Our government be with the to fight and defeat Corona virus We have take all along to fight this
1940,1.0,he and I get Corona
1941,1.0,to get rid of corona virus you need to do some shadow box t MBE bIVOTQ
1942,1.0,Jumma to Everyone from The Travel Globe Call us on For more t P I z H y
1943,1.0,imsaga ec NEW
1944,0.0,Dr Mozgoprav t
1945,1.0,Suicide t QGpL Ee ej
1946,1.0,thank you corona virus for give me more time with more time to worship time to call
1947,1.0,be corona even in canada why t i about any in canada canada be real right
1948,1.0,Her majesty Queen make the follow statement out of corona t rHQ ljOlV
1949,1.0,I on tell him he go viral but then corona t bLFKqt Trk
1950,1.0,Tinder business be bump Corona Quarantine
1951,1.0,take off my shirt or present t mNzre Ct
1952,0.0,PrincessBibiRF These don t understand their selfishness could infect some innocent immune prone A yr old
1953,1.0,Moralesss there
1954,1.0,If what be say be anything to go by It simply all along they be just mislead the
1955,1.0,ask the people at pizza hut if they have any corona virus
1956,1.0,ARanganathan Many him but he t say anything preposterous No link of Vitamin D with Corona and his comment must not
1957,1.0,zallu
1958,1.0,Tell me one thing Is there any politician in who could handle the follow three critical the way
1959,1.0,I be away from my but they live in a small town and I know that they be safe only at this t mPO wm
1960,1.0,TXT members t
1961,0.0,Negara negara liberal
1962,1.0,SucksToBee YOU all better keep them birthday on cause the post corona go be over
1963,0.0,i get really sick in late early and i t get out of bed for days t MX yI SGRD
1964,0.0,due to the corona virus m go to need to please put the new of criminal out thank u
1965,1.0,Young Watch as the enjoy comment on old footage of Dirk Roll the tape t s fG fNxYp
1966,1.0,
1967,0.0,Corona tell us all to stay away fro each other t Wpz PKxvJy
1968,1.0,Picture of the day salute who lead the battle against Corona Virus in China t Z mwv
1969,1.0,I think wash mask self isolation and the city have effect to spread corona virus But many t vHZMl NYAw
1970,0.0,Would a I t go this corona virus get me want to fee off of the nourishment of the that t GrlKRV o r
1971,1.0,my favorite quarantine think be that m act like miss corona be the reason i t with my t v fXzHs SI
1972,1.0,ao L n chi
1973,0.0,Corona virus be poor
1974,1.0,swasan forver A mythological show like be also give on Corona And then we dabba bhatakti a
1975,0.0,m beg you not to be this stupid and selfish and ignorant and
1976,1.0,BJP India What be your blueprint if the Corona Virus What be your to ensure t XwFEoQpNB
1977,1.0,sanes Tom vonio
1978,1.0,Corona Virus probably but be still search for a place to stay
1979,1.0,m leave the state t
1980,0.0,how be t vh LQVf Xw
1981,0.0,gmner gkp Hame Alp pannel h bar bar t o hOOWo U
1982,1.0,NURSE be beg Please don t leave your house infect have before my since
1983,0.0,steph If we be not unite would not great again I have a sense t
1984,1.0,this corona get IS REAL
1985,1.0,surf s safe to say Corona t n from the run into this dope ass piece of chocolate and fill
1986,1.0,God damn why they so big I t tho oh stay safe all you know that corona virus pretty
1987,0.0,curfew a scientific way to discontinue the corona chain for one day I have lock up t ciQO f be
1988,0.0,i learn so far be money can buy everything mask bad corona ho if t IY IXSaT y
1989,1.0,Pretty sure be at a nation level now and God the beer Corona need it
1990,1.0,Some be still and fun as if corona be nothing If you dont care ur life well t VfbJeO Tzq
1991,1.0,t oRFoK CR t
1992,1.0,I BEEN SAYING I HAD CORONA t GXlPXA o G
1993,1.0,Mareq t the foundation the biggest purchaser of malaria on earth and t the foundation somehow
1994,1.0,Good to know t t XOxz JooQt
1995,1.0,ienaga mugi
1996,1.0,jaehyunbom HIGH CUT ELLE March SPUR Grateful for new every month that capture and
1997,1.0,In this poll say they trust Trump The garbage s trust in the last be lower Those
1998,0.0,Complex Trump s show he cross out Corona and substitute for t EiXyNH xsa t eyidD xBaS
1999,1.0,They re ing us COVID t uJtsEmTn E
2000,1.0,salt n lime I know the more Corona and tequila I drink the more I mutate I m think there s a correlation here
2001,0.0,rashmigautam Crowd gather anta APPOLICE Department please stop such selfish
2002,1.0,gaurav jain Sneeze before Corona God bless you Sneeze after Corona t UpA Q KQd
2003,1.0,I keep tell people Corona virus be here I have all those in
2004,1.0,
2005,1.0,snow com
2006,1.0,My money be still on the flu Corona be a real up but it s go to take power and a more t
2007,1.0,justain Well Food Marinated Broccoli
2008,0.0,IRED OF IT BUT SAME t
2009,0.0,I hate fake wake people t uXM XTke R
2010,1.0,
2011,1.0,free thinker This nonsense tweet could be post by a leave liberal ecosystem nut only who be with the t
2012,1.0,who cum over n give me the corona
2013,1.0,I need to make CORONA VIRUS a for my job
2014,0.0,Eh eh ni aku aku la pun Yang pun t
2015,1.0,I could use some this Corona have me out of work for I m break butch
2016,1.0,
2017,1.0,doubutsuno mori Switch t V VFus t rfB i
2018,1.0,t ruOcUvewH
2019,1.0,go to study how corona economy Thanks make us laugh to the core t GNpljNS tw
2020,1.0,visto na hora t cvrOvA Ctj
2021,1.0,Besides all this craziness in the world still be my year vibrate at a higher level what all about
2022,0.0,Swamy Swami As you always say the average age of China be while the average age of all stand at
2023,1.0,Smile Flower ga sai no De
2024,0.0,
2025,1.0,kuku I write while he be speak it carry no mean and give Look at my plus t ybpt pW re
2026,1.0,CORONA TIME
2027,1.0,People t understand t DutEI Mp a
2028,0.0,kpsmith I just take a corona test turn out m that sick even when m crazy yeah I get sweat s
2029,1.0,Welcome to my island corona island t jyebJMItv
2030,1.0,News full ah corona
2031,1.0,if smart get corona re man he these local
2032,1.0,m sorry
2033,1.0,old our Amma maid that you re our family give her off the threat of Corona virus t
2034,1.0,REKHASREE I pledge to support to fight against Corona I nominate UmaAnan
2035,0.0,propal app Here be your next question you have to fill in the blank Hint Home screen of Like and comment with
2036,1.0,When the pandemic then the nation declare a national emergency and t JGlxeP alW
2037,1.0,When you be for and the fictional kingdom where she be bear be
2038,0.0,his be why we have Corona you all t tXmj LdEOs
2039,0.0,Who
2040,1.0,Today be talk about the effectiveness of Chloroquine
2041,1.0,s stop go out of our way to incite violence and harassment on shall we t jY yKNJjLp
2042,1.0,Wash your for a minimum of at regular and in the RIGHT WAY We re all in this together
2043,1.0,he first guy and the last guy really deserve to be repeatedly t GMRaAZ l H
2044,0.0,li p c k k ay
2045,1.0,NMB t Wn Luwmxy NMB murasesae
2046,1.0,s on corona t VZtWPPUHJ
2047,1.0,Sgoloza If no Pastor forward to deal with this corona virus trust me I m so do with and their Covid InSA
2048,1.0,ksk
2049,1.0,Are you a home health aide Emergency worker Low or fix income Do you need a mask Go to my store and get
2050,0.0,Man corona t hgUtEmpGh
2051,1.0,Live Global Dashboard for Corona by Corona Global by the Center for Science and Engineering t y i h sFSS
2052,1.0,R JVE R News Corona virus t resist high temperature Me in Android Studio and in Chrome
2053,0.0,Teri Kanefield Thread The of Outrage Dear and other Trump Trump be try to outrage you It s a
2054,1.0,I need a lot of peace with a fine female t x iLonw l
2055,1.0,hese be why need to reopen t HA XS rsdQ
2056,1.0,signxx Dear Lord Thank you for another day Forgive us and protect us from Corona virus as we go about our daily Heal
2057,1.0,hayley htx My step s on the corona virus crazy cause he be so NOT the conspiracy theory type t Im Kqx
2058,1.0,the hindu an ethical stand to carry opportunistic Corona mattress ad Take a bow Well do
2059,1.0,t
2060,1.0,if you think that a fun spring be more important than try to reduce the spread of a pandemic
2061,1.0,Mek IMO PS
2062,1.0,his video me t ID ijDelpl
2063,1.0,When you realize that be for because her be keep her away from the kingdom t iSyNLP YA
2064,1.0,STAY SAFE FROM CORONA t dL cI k gu
2065,1.0,We need to learn from all quarter look at the s not over corona virus in the pursuit of
2066,1.0,StockMarketCrash t tx viRavFb
2067,0.0,TIRED OF IT BUT SAME
2068,0.0,HaddadP Well gen h dari di
2069,1.0,HATS RIGHT THE GOT DAMN IS A SUSPECT t KHdpOoSNn
2070,0.0,VickyJo Yeah that s what i have see here from you and all other instead of t vCVsF hWzP
2071,1.0,i be personally affect by corona now s affect they run out of sweet tea SWEET TEA t LfKljKw WV
2072,1.0,JacksonWang I cant wait its come out i cant even sleep its out soon WAYS
2073,0.0,Unfortunately arse hole scum infect corona assess aka republican be t c M mQeA V
2074,1.0,corona make anyone else go through two of wine a day or be that just me
2075,1.0,It can be do be an astonish success fight the corona virus Only so far no
2076,1.0,omorrow Night I be live stream Animal Crossing after some Hopefully I can get my audio run t z B Zfexo
2077,1.0,bhak sala Left What Said Right What some t EQ OVrRSYa
2078,1.0,kmatsuri t hDNK Qo
2079,1.0,My housemate go for a walk and be since he get back House mate cos this corona time every man
2080,1.0,Can you imagine all the dodgy business government go on right now while the world s focus be on corona
2081,1.0,iley really over the t i VoRXegi t
2082,1.0,i think my post corona bender be go to do me more damage than miss corona herself
2083,1.0,SJPeace China build an entire Hospital with of in DAYS to cope with Corona Virus outbreak Meanwhile in
2084,1.0,What Will Be Result Of Curfew As Corona Virus Life At Place be Curfew be For So or
2085,0.0,Ninjajaa NJ
2086,1.0,B dave People would be how much rubbish the of the have remove every single night t GEjxbmreQ
2087,0.0,corona close down my lash tech t kw MMVS iX
2088,1.0,itea us Technology Park of advisory to different state to relax so that I T
2089,1.0,koobis Ay la de a
2090,1.0,home from in the age of corona be so weird Never have airport be so happy to hear t g GP w m B
2091,1.0,i want corona to end real soon
2092,1.0,Kpags HILARIOUS Post reporter photo of speech show that he cross out and
2093,1.0,m talk about the corona dude
2094,1.0,Can weed catch the corona
2095,1.0,iamsujantwtts and boom corona herpes in offer
2096,1.0,While almost all of us be fight Corona some be still fight
2097,1.0,After the Corona virus in China the same medical team that be its health for be fight in
2098,1.0,the Media About the Supreme Court s on the Local body Preventive to be take to Avoid
2099,1.0,A bakery in Finland make eatable finland Corona t yz oMUulD
2100,0.0,bvsedgawdlover migloo dont mind the white boy my brother
2101,1.0,teruteru bombom Snow D D
2102,0.0,
2103,1.0,Mass murder millions of M to die at current rate in the name of democracy and freedom
2104,1.0,this video be keep me go through this quarantine t J JSGfTw
2105,1.0,What a commendable decision make by our prime minister we must all support our country
2106,0.0,in our house complex one person from Yesterday local police come to take t
2107,1.0,ALBUM AfterHours t T vSzFbfz
2108,1.0,BUSTED Tried To Sneak Abortion Into Bill t i T KQcR m t Jdnb YpBas
2109,1.0,O q de t qu PVhSyR
2110,1.0,EVEN AND CORONA VIRUS MIXED UP t mQzLqiTJP
2111,1.0,I already have content that m serve t eP xeWUvte
2112,1.0,Seinfeld become first comedian in the corona era to get fully for make the joke whats the deal with
2113,1.0,LLWT When Corona Bae aint follow the safety t G T vyMl m
2114,0.0,maysssss Can I at least have one of those before corona me t BQOHxL tXN
2115,0.0,Conference Chairman It be the who will make the difference in t
2116,1.0,RichieMoon If you ever get a double line up re immune to corona virus t BGSqE xfz
2117,1.0,tribunal watch What do you think Corona be all about If you think this be all about a virus you t be pay attention
2118,1.0,to be an t IEaj sIIBl
2119,1.0,Community he say Also say affect not contract but this confusion here be exactly the problem
2120,1.0,ichelc Excited to be a part of the team
2121,1.0,We touch in the morning we go to the night
2122,0.0,All these be like spring break the only corona in my come with a BABY t hqA G Q cm
2123,1.0,its a very good speech on Corona Virus and his appeal for on nd March stay home from
2124,0.0,justme lilly He homeless live on filthy streets in his state Which could be t xAQg APvPm
2125,1.0,bey nxe get corona
2126,1.0,
2127,0.0,epublican Burr kelly get about how bad the corona t vCbHoKW oe
2128,1.0,While and their sad impeachment burlesque the creep into the lifeblood of
2129,1.0,them before corona you t just lock in a room and never leave for anything me watch me my t rf Bcx drs
2130,1.0,This be a friend of a lot of my He yesterday at old of the Corona Virus People quit touch
2131,1.0,knf if hygiene JUST a priority for you you have bigger than corona
2132,1.0,Matt Alt This piece me wonder be weather corona crisis better because they go through similar
2133,1.0,t zguWhW xCy Among in be to old as be percent of those t Ks W fCXbt
2134,1.0,how many time see this same post on multiple but m TIRED of see s not even funny t mT hlvB E
2135,1.0,Stay home and check out these t YMtta MBoP t oIYAKBbV W
2136,0.0,StephenCurry i be wait for your comeback now corona come in the way of it I miss your game and energy man
2137,0.0,colbert jazmine If this corona keep I swear I will be throw with EVERYBODY if the tour
2138,0.0,Me make a come hither gesture Babe let s plant remotely together t Jbr H Vd
2139,1.0,well how do we fix it since all know everything
2140,1.0,catturd LEGEND Close Up Photo of Trump s He Crossed Out Corona and it with Virus t
2141,0.0,BTS twt t
2142,1.0,oI never that they be from in their news item That s their double standard in news t
2143,0.0,his come from a politically filthy mind with venom Shame on you t lx fsjzAU
2144,1.0,alwayssbitchy You re worry about get the corona virus my husband s tongue be just in my ass We be not the same
2145,1.0,Not miss corona all the hot and Trump
2146,1.0,AMANDA
2147,1.0,his why we get corona virus now t YNGU UQSv
2148,1.0,ashutosh B s great to hear at this hour of global crisis It be very reassure We all have to follow what he say
2149,1.0,It doubt Corona official
2150,1.0,My House would pop on and have that cure by morning
2151,0.0,t AZOthho wg
2152,1.0,When your be protect themselves from Corona virus t SbAf phtVF
2153,1.0,R Hussain Ultimately the Great Nation in Noble cause
2154,0.0,Funny how the and the media be cry foul at of racial abuse over to the t ULdkZ kgYf
2155,0.0,Check out our Profile on t nPg Bi d Z
2156,0.0,Among other what this be they re the term the internally like everyone else and be
2157,0.0,I hear you The flu that be around though be way worse than any normal flu which
2158,1.0,adam tooze m lay off due to corona Can this be correct If these be even remotely right it be the most savage shock
2159,1.0,be the cure for Corona see
2160,0.0,corona be with my money this need to end
2161,1.0,Now that speak Shah need to address the nation explain the chronology of the Corona virus
2162,1.0,tealswan Hi Teal any think on Corona pandemic
2163,1.0,t get nothing on s why s barley any in Corona t stand a chance
2164,0.0,The once this corona be over be everyone and they black out
2165,1.0,No He s do it again AfterHours rejoice
2166,1.0,Soon the world will have three of people Infected and now immune and now immune t dMVN eOsJJ
2167,1.0,anon m you just say call the corona virus the virus be
2168,1.0,AlKaal t L yHJIS lY
2169,1.0,no
2170,0.0,jerr tutt m convince re immune to the Corona if hang out at the old complex be to an
2171,1.0,I be make a video about this soon My biggest issue at first glance be that whatever this product be be NOT
2172,0.0,m all t QQOG vWDUj
2173,0.0,of s be to be infect with the Corona virus within an week t LbK Z h C
2174,1.0,Hi Sir Today there be stickers of on Dairy Milk in our area of t Fvj s vlHV
2175,1.0,It come naturally to him as he be handle in the form of for a
2176,1.0,
2177,1.0,go viral on the news for do an open donation to help fight and prevent the spread of COVID
2178,0.0,
2179,1.0,be see this kind of statement everywhere I have a fever for almost days and flu like in
2180,0.0,d y son tan
2181,1.0,People be do research to cure CORONA but the thing be CORONA be the CURE
2182,0.0,As orc s Corona Quarantine COVID
2183,1.0,
2184,1.0,corona virus corona virus s get real it s get real
2185,0.0,to President Trump Quit the inflammatory China t CdX exRk
2186,1.0,Dating in the Corona Era Any Travel History
2187,1.0,March Total global from Corona virus in The World Health Organization WHO
2188,1.0,geetv be still the clown with a day curfew clap beat by leave to fend for themselves in
2189,0.0,yuzuyuzuFF
2190,1.0,I t know corona brain damage t rh JdoC k
2191,0.0,his corona get Evil virus
2192,1.0,Corona be Real Not Fiction Not Hoax t kNGQdY CEb
2193,1.0,High Volume be The only Solution Under Emergency Food Daily need items t
2194,0.0,pique pique hora
2195,0.0,s when corona force me to stay at home t wXxpcwgBm
2196,1.0,rump t ni UodVit
2197,1.0,atarappu TWNG
